Marca temporal,Genero,Origen,Edad,¿Eres económicamente independiente? ,Clima,Cantidad_plantas,Parte_predominante_casa,Conocimiento_sobre_plantas,Plantas_recomendadas,Mascotas_infantes,Adquisicion_plantas,Atencion_plantas,Respuesta_planta_mustia,Prefiere_florecer,Preferencia_tonos,Tiempo_para_ti,Paciencia,Sentimientos_adquisicion,Duracion_plantas,Tipo_vivienda
2024/05/06 1:10:14 p. m. EEST,Mujer,España,31 – 48,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",1,Exterior,Tengo nociones básicas,Helecho de Boston;Echeveria;Palmera de bambú;Lavanda,"Sí, son tóxicas",Decoración,Cuando me acuerdo,Me informo de qué le puede pasar,Si,Cálidos,No tengo tiempo libre,Si,Indiferencia,Las prefiero de plástico para que no se mueran,Apartamento
2024/05/06 1:30:59 p. m. EEST,Hombre,España,31 – 48,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Tengo nociones básicas,Orquídea phalaenopsis;Hiedra inglesa;Lavanda;Fucsia,"Sí, son tóxicas",Decoración,La verdad que no,Me informo de qué le puede pasar,Si,Cálidos,Tengo algo de tiempo libre,No,Angustia,Días,Apartamento
2024/05/07 10:02:16 a. m. EEST,Hombre,LATAM,26 – 30,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",2-5,Ambos por igual,Tengo nociones básicas,Espatifilo;Helecho de Boston;Cactus de Navidad;Violeta africana;Orquídea phalaenopsis;Cactus de jade;Aloe vera;Kalanchoe;Lavanda;Petunia;Begonia;Caléndula,"Sí, pueden clavárselas",Decoración;Fue un regalo;Me la recomendaron,Cuando me acuerdo,Me informo de qué le puede pasar,Si,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 10:08:26 a. m. EEST,Hombre,España,18 – 25,No,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",2-5,Exterior,Tengo nociones básicas,Espatifilo;Helecho de Boston;Filodendro;Orquídea phalaenopsis;Crasula/ Suculenta de Jade;Ficus benjamina;Aloe vera;Palmera de bambú;Lavanda;Salvia;Geranio,"Sí, tiran de las hojas y las tiran (o lo intentan)","Decoración;Para mi mascota;Por sus frutos/ especies aromáticas (tomillo, albahaca);La planté de cero",Cuando me acuerdo,Le echo agua,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Indiferencia,Meses,Adosado
2024/05/07 10:13:47 a. m. EEST,Hombre,España,18 – 25,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",6-10,Ambos por igual,Tengo nociones básicas,Espatifilo;Costilla de Adán;Begonia rex;Violeta africana;Planta de serpiente/ Espada de San Jorge;Cactus de bola,"Sí, intentan comérselas",Decoración;Fue un regalo,Les hago bastante caso,Me informo de qué le puede pasar,Si,Cálidos,Tengo algo de tiempo libre,Si,Indiferencia,Años,Apartamento
2024/05/07 10:20:14 a. m. EEST,Mujer,LATAM,31 – 48,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Nada,Espatifilo;Violeta africana;Orquídea phalaenopsis;Aloe vera,"Sí, son tóxicas",Decoración,Les hago bastante caso,Me informo de qué le puede pasar,Si,Cálidos,Tengo algo de tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/07 10:21:58 a. m. EEST,Mujer,LATAM,18 – 25,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Nada,Espatifilo;Helecho de Boston;Costilla de Adán;Pilea;Cactus de Navidad;Violeta africana;Pothos;Orquídea phalaenopsis;Cactus de jade;Crasula/ Suculenta de Jade;Echeveria;Kalanchoe;Hiedra inglesa;Palmera de bambú;Dieffenbachia;Lavanda;Hosta;Astilbe;Geranio;Petunia;Fucsia;Begonia,"Sí, tiran de las hojas y las tiran (o lo intentan)",Fue un regalo,Cuando me acuerdo,Me informo de qué le puede pasar,Si,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/07 10:24:46 a. m. EEST,Hombre,España,26 – 30,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",+10,Exterior,Me dedico a la botánica,Pothos;Crasula/ Suculenta de Jade;Cactus de bola;Aeonium,"Sí, son tóxicas",Decoración,Cuando me acuerdo,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Alegría,Años,Chalet
2024/05/07 10:26:10 a. m. EEST,Hombre,España,18 – 25,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",6-10,Exterior,Tengo nociones básicas,Croton;Lavanda;Begonia,No,"Decoración;Por sus frutos/ especies aromáticas (tomillo, albahaca)",Cuando me acuerdo,Me informo de qué le puede pasar,Si,Cálidos,Tengo mucho tiempo libre,Si,Alegría,Años,Chalet
2024/05/07 10:29:48 a. m. EEST,Hombre,LATAM,26 – 30,Sí,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",2-5,Ambos por igual,Tengo nociones básicas,Cinta;Fittonia;Planta de serpiente/ Espada de San Jorge;Aloe vera;Aeonium;Echeveria;Palmera de bambú,No,Decoración;Mejorar la calidad del aire,Cuando me acuerdo,Me informo de qué le puede pasar,Si,Fríos,Tengo algo de tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/07 10:29:58 a. m. EEST,Hombre,LATAM,18 – 25,Sí,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",+10,Exterior,Tengo nociones básicas,Pilea;Echeveria;Kalanchoe,No,Mejorar la calidad del aire,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Alegría,Años,Adosado
2024/05/07 10:30:03 a. m. EEST,Mujer,España,31 – 48,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",+10,Interior,Me he informado bastante,Filodendro;Costilla de Adán;Tradescantia;Pothos;Planta de serpiente/ Espada de San Jorge,No,Decoración,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/07 10:36:59 a. m. EEST,Hombre,LATAM,26 – 30,Sí,"Húmedo, Buenos Aires, Argentina ",2-5,Ambos por igual,Tengo nociones básicas,Cinta;Costilla de Adán;Pothos;Cactus de jade;Crasula/ Suculenta de Jade;Haworthia;Echeveria;Hiedra inglesa,No,Decoración;Mejorar la calidad del aire;Fue un regalo,Les hago bastante caso,Me informo de qué le puede pasar,"No, prefiero que no tengan flores",Fríos,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 10:38:06 a. m. EEST,Mujer,España,18 – 25,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Tengo nociones básicas,Costilla de Adán;Palo de Brasil;Cactus de jade;Dracaena marginata;Fucsia,"Sí, son tóxicas",Decoración,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo bastante tiempo libre,No,Alegría,Años,Apartamento
2024/05/07 10:38:50 a. m. EEST,Hombre,España,26 – 30,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",1,Exterior,Tengo nociones básicas,Costilla de Adán;Palo de Brasil;Ficus benjamina,No,Fue un regalo,Cuando me acuerdo,Me deshago de ella,Me es indiferente,Cálidos,Tengo algo de tiempo libre,Si,Indiferencia,Meses,Apartamento
2024/05/07 10:40:29 a. m. EEST,Hombre,España,18 – 25,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",6-10,Ambos por igual,Tengo nociones básicas,Aloe vera;Cactus de bola;Echeveria,No,Me la recomendaron,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Cálidos,Tengo bastante tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 10:42:30 a. m. EEST,Hombre,España,26 – 30,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",1,Exterior,Nada,Pilea;Violeta africana,"Sí, intentan comérselas",Decoración,Cuando me acuerdo,Le echo agua,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Indiferencia,Meses,Apartamento
2024/05/07 10:44:42 a. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",+10,Exterior,Tengo nociones básicas,Espatifilo;Costilla de Adán;Begonia rex;Tradescantia;Cactus de Navidad;Ficus lyrata;Crasula/ Suculenta de Jade;Aloe vera;Lavanda,No,Decoración;Mejorar la calidad del aire;Perfumar el entorno;Fue un regalo,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Años,Adosado
2024/05/07 10:46:42 a. m. EEST,Hombre,España,31 – 48,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Tengo nociones básicas,Cinta;Espatifilo;Helecho de Boston;Filodendro;Costilla de Adán;Begonia rex;Peperomia;Tradescantia;Pilea;Cactus de Navidad;Palo de Brasil;Violeta africana;Pothos;Planta de serpiente/ Espada de San Jorge;Ficus lyrata;Orquídea phalaenopsis;Cactus de jade;Crasula/ Suculenta de Jade;Ficus benjamina;Aloe vera;Echeveria;Agave;Hiedra inglesa;Philodendron;Palmera de bambú;Nephthytis;Dieffenbachia;Dracaena marginata;Hosta;Astilbe,No,Decoración;Mejorar la calidad del aire,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 10:50:45 p. m. EEST,Hombre,España,18 – 25,No,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",6-10,Exterior,Tengo nociones básicas,Cinta;Filodendro;Crasula/ Suculenta de Jade;Aloe vera;Haworthia;Aeonium;Echeveria;Hosta,"Sí, tiran de las hojas y las tiran (o lo intentan)",Decoración,Les hago bastante caso,Me deshago de ella,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/07 10:52:44 a. m. EEST,Hombre,España,18 – 25,Sí,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",+10,Exterior,Me he informado bastante,Cinta;Helecho de Boston;Pothos;Planta de serpiente/ Espada de San Jorge;Cactus de jade;Crasula/ Suculenta de Jade;Aloe vera;Cactus de bola;Haworthia;Aeonium;Echeveria;Planta de araña;Lavanda;Salvia;Geranio;Petunia;Caléndula,"Sí, pueden clavárselas",Decoración,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo mucho tiempo libre,Si,Indiferencia,Años,Apartamento
2024/05/07 11:06:50 a. m. EEST,Hombre,España,31 – 48,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",2-5,Interior,Tengo nociones básicas,Helecho de Boston;Begonia rex;Violeta africana;Orquídea phalaenopsis;Aloe vera;Lavanda;Salvia,No,Decoración;Perfumar el entorno;Fue un regalo,Les hago bastante caso,Le echo agua,Si,Fríos,Tengo bastante tiempo libre,No,Alegría,Meses,Apartamento
2024/05/07 11:12:38 a. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Tengo nociones básicas,Cinta;Filodendro;Peperomia;Pothos;Cactus de jade;Aloe vera;Cactus de bola;Haworthia;Echeveria;Agave;Nephthytis;Dracaena marginata,No,Decoración,Cuando me acuerdo,Le echo agua,Si,Me es indiferente,Tengo algo de tiempo libre,No,Alegría,Años,Apartamento
2024/05/07 11:13:29 a. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Tengo nociones básicas,Helecho de Boston;Peperomia;Ficus benjamina;Haworthia;Hiedra inglesa,"Sí, pueden clavárselas",Decoración,Cuando me acuerdo,Le echo agua,Me es indiferente,Cálidos,Tengo algo de tiempo libre,Si,Alegría,Meses,Apartamento
2024/05/07 11:23:19 a. m. EEST,Hombre,España,18 – 25,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Me he informado bastante,Cactus de Navidad;Cactus de jade;Aloe vera;Aeonium;Echeveria;Planta de araña;Hiedra inglesa;Lavanda;Salvia;Astilbe;Geranio;Caléndula,No,"Decoración;Por sus frutos/ especies aromáticas (tomillo, albahaca);La planté de cero",Les hago bastante caso,Nunca se me ponen mustias,Si,Cálidos,Tengo algo de tiempo libre,Si,Indiferencia,Años,Apartamento
2024/05/07 11:32:17 p. m. EEST,Hombre,LATAM,18 – 25,Sí,Tropical (Venezuela-caracas),2-5,Exterior,Tengo nociones básicas,Planta de serpiente/ Espada de San Jorge;Crasula/ Suculenta de Jade;Aloe vera;Echeveria,"Sí, intentan comérselas",Fue un regalo,Cuando me acuerdo,Le echo agua,Me es indiferente,Fríos,No tengo tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 11:43:53 a. m. EEST,Hombre,Ecuador ,26 – 30,No,Linea Ecuatorial ,+10,Exterior,Me he informado bastante,Aloe vera;Lavanda;La mayoría que sean plantas medicinales ,"Sí, son tóxicas","Por sus frutos/ especies aromáticas (tomillo, albahaca)",Cuando me acuerdo,Me informo de qué le puede pasar,Si,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Adosado
2024/05/07 11:46:04 a. m. EEST,Hombre,España,18 – 25,No,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",6-10,Interior,Me he informado bastante,Cinta;Costilla de Adán;Cactus de Navidad;Palo de Brasil;Crasula/ Suculenta de Jade;Aloe vera;Cactus de bola;Echeveria;Hosta;Fucsia;Maranta,No,Decoración,Les hago bastante caso,Me informo de qué le puede pasar,Si,Cálidos,No tengo tiempo libre,Si,Realización,Años,Apartamento
2024/05/07 11:49:29 a. m. EEST,Hombre,España,26 – 30,No,"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",2-5,Ambos por igual,Tengo nociones básicas,Cinta;Pothos;Planta de serpiente/ Espada de San Jorge;Cactus de jade;Crasula/ Suculenta de Jade;Aloe vera;Echeveria,"Sí, son tóxicas",Decoración,Cuando me acuerdo,Le echo agua,"No, prefiero que no tengan flores",Me es indiferente,Tengo algo de tiempo libre,Si,Realización,Meses,Apartamento
2024/05/07 11:54:04 a. m. EEST,Hombre,LATAM,26 – 30,Sí,"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",6-10,Exterior,Tengo nociones básicas,Cinta;Helecho de Boston;Costilla de Adán;Peperomia;Cactus de Navidad;Palo de Brasil;Pothos;Planta de serpiente/ Espada de San Jorge;Ficus lyrata;Philodendron;Palmera de bambú,"Sí, son tóxicas","Decoración;Mejorar la calidad del aire;Por sus frutos/ especies aromáticas (tomillo, albahaca)",Todos los días compruebo su estado,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo bastante tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 11:55:19 a. m. EEST,Hombre,España,31 – 48,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",6-10,Ambos por igual,Me he informado bastante,Pothos;Orquídea phalaenopsis;Aloe vera;Cactus de bola;Echeveria;Planta de araña;Geranio,No,Decoración;Mejorar la calidad del aire,Les hago bastante caso,Me informo de qué le puede pasar,Si,Fríos,Tengo mucho tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 11:57:00 a. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",+10,Exterior,Me he informado bastante,Espatifilo;Palo de Brasil;Pothos;Cactus de jade;Aloe vera;Haworthia;Echeveria,No,Decoración,Todos los días compruebo su estado,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Chalet
2024/05/07 12:11:09 p. m. EEST,Hombre,LATAM,26 – 30,No,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",+10,Exterior,Tengo nociones básicas,Espatifilo;Filodendro;Begonia rex;Fittonia;Pothos;Planta de serpiente/ Espada de San Jorge;Crasula/ Suculenta de Jade;Aloe vera;Cactus de bola;Haworthia;Aeonium;Echeveria;Nephthytis;Lavanda;Geranio,No,La planté de cero,Cuando me acuerdo,Le echo agua,Me es indiferente,Cálidos,Tengo algo de tiempo libre,Si,Indiferencia,Años,Chalet
2024/05/07 12:31:13 p. m. EEST,Hombre,España,18 – 25,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Exterior,Tengo nociones básicas,Aloe vera;Hiedra inglesa;Philodendron,"Sí, son tóxicas","Decoración;Por sus frutos/ especies aromáticas (tomillo, albahaca)",Todos los días compruebo su estado,Le echo agua,Me es indiferente,Cálidos,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 12:41:48 p. m. EEST,Mujer,España,26 – 30,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",+10,Exterior,Me he informado bastante,Cinta;Fittonia;Planta de serpiente/ Espada de San Jorge;Crasula/ Suculenta de Jade;Haworthia;Dracaena marginata;Salvia,No,Mejorar la calidad del aire;Fue un regalo;La planté de cero,Les hago bastante caso,Me informo de qué le puede pasar,Si,Cálidos,Tengo algo de tiempo libre,Si,Alegría,Años,Adosado
2024/05/07 1:07:27 p. m. EEST,Hombre,LATAM,26 – 30,Sí,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",+10,Exterior,Soy un/a experto/a,Espatifilo;Helecho de Boston;Costilla de Adán;Peperomia;Fittonia;Cactus de Navidad;Palo de Brasil;Pothos;Crasula/ Suculenta de Jade;Ficus benjamina;Echeveria;Nephthytis;Lavanda;Salvia;Geranio;Petunia;Caléndula,No,"Decoración;Perfumar el entorno;Por sus frutos/ especies aromáticas (tomillo, albahaca);Fue un regalo;La planté de cero;Me la recomendaron",Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Chalet
2024/05/07 1:11:41 p. m. EEST,Hombre,España,31 – 48,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",2-5,Interior,Tengo nociones básicas,Haworthia,"Sí, pueden clavárselas",Decoración,Les hago bastante caso,Me informo de qué le puede pasar,Si,Cálidos,Tengo bastante tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 1:19:53 p. m. EEST,Hombre,España,31 – 48,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",+10,Ambos por igual,Me dedico a la botánica,"Helecho de Boston;Costilla de Adán;Fittonia;Cactus de Navidad;Cactus de jade;Crasula/ Suculenta de Jade;Aloe vera;Kalanchoe;Palmera de bambú;bambú negro, cerezo, melocotonero...",No,"Por sus frutos/ especies aromáticas (tomillo, albahaca);La planté de cero",Todos los días compruebo su estado,Le echo agua,Si,Fríos,Tengo mucho tiempo libre,Si,Indiferencia,Años,Chalet
2024/05/07 1:24:03 p. m. EEST,Hombre,España,18 – 25,No,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",+10,Exterior,Soy un/a experto/a,Cinta;Costilla de Adán;Pilea;Palo de Brasil;Ficus benjamina;Haworthia;Echeveria;Planta de araña;Dracaena marginata;Lavanda,No,"Decoración;Mejorar la calidad del aire;Perfumar el entorno;Por sus frutos/ especies aromáticas (tomillo, albahaca)",Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Años,Chalet
2024/05/07 1:32:09 p. m. EEST,Hombre,España,31 – 48,Sí,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",+10,Ambos por igual,Me he informado bastante,Peperomia;Pothos;Planta de serpiente/ Espada de San Jorge,"Sí, son tóxicas",Decoración;Mejorar la calidad del aire,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Realización,Años,Chalet
2024/05/07 1:39:13 p. m. EEST,Hombre,España,18 – 25,No,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",2-5,Interior,Nada,Espatifilo;Violeta africana;Orquídea phalaenopsis;Lavanda,"Sí, intentan comérselas",Decoración,Cuando me acuerdo,Me informo de qué le puede pasar,Si,Fríos,Tengo bastante tiempo libre,Si,Realización,Años,Apartamento
2024/05/07 1:42:06 p. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",6-10,Ambos por igual,Soy un/a experto/a,Costilla de Adán;Peperomia;Violeta africana;Planta de serpiente/ Espada de San Jorge;Crasula/ Suculenta de Jade;Aloe vera;Cactus de bola;Echeveria;Kalanchoe;Lavanda;Geranio,"Sí, son tóxicas",La planté de cero,Cuando me acuerdo,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Realización,Años,Apartamento
2024/05/07 1:45:47 p. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",6-10,Interior,Me he informado bastante,Cinta;Filodendro;Costilla de Adán;Peperomia;Tradescantia;Cactus de Navidad;Palo de Brasil;Violeta africana;Pothos;Planta de serpiente/ Espada de San Jorge;Ficus benjamina;Kalanchoe;Planta de araña;Philodendron;Palmera de bambú;Nephthytis;Dracaena marginata;Croton,"Sí, intentan comérselas",Decoración;La planté de cero,Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 1:47:19 p. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",1,Interior,Me he informado bastante,Cinta;Costilla de Adán;Aloe vera;Echeveria,"Sí, intentan comérselas",Me la recomendaron,Todos los días compruebo su estado,Me informo de qué le puede pasar,Me es indiferente,Cálidos,Tengo algo de tiempo libre,No,Alegría,Semanas,Apartamento
2024/05/07 1:47:54 p. m. EEST,Hombre,LATAM,18 – 25,No,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",+10,Exterior,Me he informado bastante,Cinta;Espatifilo;Costilla de Adán;Peperomia;Pothos;Planta de serpiente/ Espada de San Jorge;Ficus lyrata;Cactus de jade;Crasula/ Suculenta de Jade;Ficus benjamina;Aloe vera;Cactus de bola;Haworthia;Sedum;Aeonium;Echeveria;Agave;Planta de araña;Philodendron;Dieffenbachia;Croton;Lavanda;Salvia;Hosta;Geranio;Petunia;Fucsia;Begonia;Caléndula,"Sí, tiran de las hojas y las tiran (o lo intentan)",La planté de cero,Cuando me acuerdo,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 2:02:11 p. m. EEST,Hombre,LATAM,18 – 25,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",+10,Exterior,Tengo nociones básicas,Cactus de bola;Aeonium;Echeveria,No,Fue un regalo,Les hago bastante caso,Me informo de qué le puede pasar,"No, prefiero que no tengan flores",Fríos,Tengo algo de tiempo libre,No,Alegría,Años,Chalet
2024/05/07 2:09:19 p. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",+10,Ambos por igual,Tengo nociones básicas,Cinta;Helecho de Boston;Costilla de Adán;Begonia rex;Fittonia;Pothos;Planta de serpiente/ Espada de San Jorge;Crasula/ Suculenta de Jade;Aloe vera;Aeonium;Philodendron;Palmera de bambú;Croton,No,Decoración,Les hago bastante caso,Nunca se me ponen mustias,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Alegría,Años,Adosado
2024/05/07 2:16:47 p. m. EEST,Hombre,España,18 – 25,No,"Mediterráneo “continentalizado” (por ejemplo: Madrid, Albacete, Valladolid o Granada)",+10,Ambos por igual,Tengo nociones básicas,Fittonia;Violeta africana;Planta de serpiente/ Espada de San Jorge;Orquídea phalaenopsis;Crasula/ Suculenta de Jade;Ficus benjamina;Palmera de bambú;Dracaena marginata;Croton;Lavanda;Fucsia;Caléndula,No,"Decoración;Mejorar la calidad del aire;Perfumar el entorno;Por sus frutos/ especies aromáticas (tomillo, albahaca);Fue un regalo;La planté de cero",Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Fríos,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
2024/05/07 2:21:23 p. m. EEST,Hombre,España,26 – 30,Sí,"Mediterráneo típico (por ejemplo: Barcelona, Valencia, Palma de Mallorca o Castellón de la Plana)",6-10,Ambos por igual,Tengo nociones básicas,Pilea;Aloe vera;Echeveria;Hiedra inglesa;Lavanda,"Sí, intentan comérselas",Decoración;Perfumar el entorno;Fue un regalo;Me la recomendaron,Cuando me acuerdo,Le echo agua,Me es indiferente,Me es indiferente,Tengo bastante tiempo libre,Si,Indiferencia,Años,Adosado
2024/05/07 2:22:26 p. m. EEST,Mujer,España,Menos de 18 años,No,"Atlántico (por ejemplo: San Sebastián, Gijón, Santander, Bilbao, Foz, Vigo u Oviedo)",+10,Ambos por igual,Soy un/a experto/a,Tradescantia;Aeonium;Echeveria;Geranio;Fucsia;Caléndula,No,"Decoración;Por sus frutos/ especies aromáticas (tomillo, albahaca);La planté de cero",Les hago bastante caso,Me informo de qué le puede pasar,Me es indiferente,Cálidos,Tengo algo de tiempo libre,Si,Alegría,Años,Chalet
2024/05/07 2:44:07 p. m. EEST,Hombre,LATAM,18 – 25,No,"Subtropical (por ejemplo: Santa Cruz de Tenerife, La Restinga o Las Palmas de Gran Canaria)",6-10,Exterior,Me dedico a la botánica,Helecho de Boston;Costilla de Adán;Planta de serpiente/ Espada de San Jorge;Cactus de jade;Crasula/ Suculenta de Jade;Aloe vera;Cactus de bola;Haworthia;Echeveria;Kalanchoe;Planta de araña;Hiedra inglesa;Nephthytis;Petunia;Caléndula,"Sí, son tóxicas",Decoración;Mejorar la calidad del aire;Fue un regalo,Cuando me acuerdo,Me informo de qué le puede pasar,Me es indiferente,Me es indiferente,Tengo algo de tiempo libre,Si,Indiferencia,Años,Apartamento
2024/05/07 2:46:15 p. m. EEST,Hombre,España,Menos de 18 años,No,"Mediterráneo seco (por ejemplo: Alicante, Murcia, Almería, Elche, Orihuela o Cartagena)",6-10,Ambos por igual,Tengo nociones básicas,Pothos;Aloe vera,No,Decoración;Mejorar la calidad del aire,Cuando me acuerdo,Le echo agua,Si,Cálidos,Tengo algo de tiempo libre,Si,Alegría,Años,Apartamento
